"Details for Sum of ExtendedLineAmount - Months (ScheduledShipDate): Dec, Years (ScheduledShipDate): 2026, ItemSalesClassCode: Filling OP, ItemCode: N-4001                   (+)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScheduledShipDate,PromisedShipDate,SONumber,LineNumber,ShipToCode,ItemCode,ItemDescription,OrderQuantity,UnitPrice,ExtendedLineAmount,CustomerCode,ItemSalesClassCode,DropShip,SOTypeCode,FinalDestination,CustomerName,ShipToAddress1,ShipToAddress2,ShipToStateCode,ShipToZip,ParentDocumentNumber,Weight,OrderMessage,ShipToName,ShipToCity,ShippingInstructions,WarehouseCode,WarehouseName
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064691,1,LAREDO    ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,2,94.6,189.2,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,0,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064690,1,LAREDO    ,610,MEDISTRIP 1 IN X 4 IN BULK,1,196.5,196.5,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,4,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064689,3,FRANCE    ,3852,MEDISTRIP 1/4 IN X 3 IN BULK NON-STERILE,1,119,119,MEDL EURO ,MEDICAL   ,FALSE,SO,,Medline Assembly France SAS,Rue du President Kennedy,,..,44110          ,          ,0,,Medline Assembly France SAS,Chateaubriant,DHL EXPRESS WORLDWIDE 956478111.. ****Warehouse is opened from 5am to 1pm,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064689,2,FRANCE    ,3851,MEDISTRIP 1/4 IN X 4 IN BULK NON-STERILE 5/CD,2,195,390,MEDL EURO ,MEDICAL   ,FALSE,SO,,Medline Assembly France SAS,Rue du President Kennedy,,..,44110          ,          ,0,,Medline Assembly France SAS,Chateaubriant,DHL EXPRESS WORLDWIDE 956478111.. ****Warehouse is opened from 5am to 1pm,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064689,1,FRANCE    ,3850,MEDISTRIP 1/2 IN X 4 IN BULK NONSTERILE 3/CD,3,1943,5829,MEDL EURO ,MEDICAL   ,FALSE,SO,,Medline Assembly France SAS,Rue du President Kennedy,,..,44110          ,          ,0,,Medline Assembly France SAS,Chateaubriant,DHL EXPRESS WORLDWIDE 956478111.. ****Warehouse is opened from 5am to 1pm,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064680,3,BILL      ,3849,MEDISTRIP 1/4 IN X 1.5 IN BULK NON-STERILE,1,165,165,MEDL SLOV ,MEDICAL   ,FALSE,SO,,Medline Assembly Slovakia S.R.O,Malobielicka 284/8,,..,95804          ,          ,0,,Medline Assembly Slovakia S.R.O,Partizanske,DHL EXPRESS Worldwide 954238829,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064680,2,BILL      ,3853,MEDISTRIP 1 IN X 4 IN BULK NON-STERILE,3,196.5,589.5,MEDL SLOV ,MEDICAL   ,FALSE,SO,,Medline Assembly Slovakia S.R.O,Malobielicka 284/8,,..,95804          ,          ,0,,Medline Assembly Slovakia S.R.O,Partizanske,DHL EXPRESS Worldwide 954238829,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064680,1,BILL      ,3850,MEDISTRIP 1/2 IN X 4 IN BULK NONSTERILE 3/CD,2,1943,3886,MEDL SLOV ,MEDICAL   ,FALSE,SO,,Medline Assembly Slovakia S.R.O,Malobielicka 284/8,,..,95804          ,          ,0,,Medline Assembly Slovakia S.R.O,Partizanske,DHL EXPRESS Worldwide 954238829,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064677,20,C46       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,2,94.6,189.2,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5701 PROMONTORY PKWY,,CA,953779201,          ,0,,Medline Industries LP,TRACY,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064674,30,C09       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,4,94.6,378.4,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1960 W Miro Way,,CA,92376,          ,0,,Medline Industries LP,Rialto,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064667,20,C47       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,1,94.6,94.6,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",239 Belvidere Rd,,MD,21903,          ,0,,Medline Industries LP,Perryville,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064655,1,LAREDO    ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,2,94.6,189.2,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,0,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064641,30,C02       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,8,94.6,756.8,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0,,Medline Industries LP,Grayslake,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064640,20,C46       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,4,94.6,378.4,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5701 PROMONTORY PKWY,,CA,953779201,          ,0,,Medline Industries LP,TRACY,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064640,10,C46       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,1,63.42,63.42,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5701 PROMONTORY PKWY,,CA,953779201,          ,0,,Medline Industries LP,TRACY,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064638,10,B06       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,1,94.6,94.6,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","1 Medline Drive, Suite 100",,TX,75172,          ,0,,Medline Industries LP,Wilmer,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064636,20,C47       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,1,94.6,94.6,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",239 Belvidere Rd,,MD,21903,          ,0,,Medline Industries LP,Perryville,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064632,40,C02       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,5,94.6,473,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0,,Medline Industries LP,Grayslake,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064632,30,C02       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,7,63.42,443.94,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0,,Medline Industries LP,Grayslake,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064629,20,C09       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,5,94.6,473,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1960 W Miro Way,,CA,92376,          ,0,,Medline Industries LP,Rialto,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064623,1,LAREDO    ,6010,MEDLINE CURAD MEDISTRIP 1/2 X 4 IN STERILE NON250412,20,102,2040,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,2,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064609,1,MORENO    ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,5,123,615,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,0,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064608,1,MORENO    ,6010,MEDLINE CURAD MEDISTRIP 1/2 X 4 IN STERILE NON250412,6,102,612,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,2,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064602,1,G-Global  ,6010,MEDLINE CURAD MEDISTRIP 1/2 X 4 IN STERILE NON250412,50,102,5100,CENTURION ,MEDICAL   ,FALSE,SO,,Centurion Medical Products Corp,C/O G-Global Logistics Inc,1776 Pan American St. Building B Suite 100,CA,92231          ,          ,2,,Centurion Medical,Calexico,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064583,1,MORENO    ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,0,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064582,2,MORENO    ,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",1,71.94,71.94,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,1,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064580,1,LAREDO    ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,9,123,1107,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,0,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064574,10,C50       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,2,63.42,126.84,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",8787 W BUCKEYE RD,,AZ,853539399,          ,0,,Medline Industries LP,TOLLESON,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064572,20,C03       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,33,63.42,2092.86,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1500 Medline Place,,GA,30253,          ,0,,Medline Industries LP,McDonough,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064571,20,C09       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,5,94.6,473,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1960 W Miro Way,,CA,92376,          ,0,,Medline Industries LP,Rialto,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064566,10,C47       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,1,94.6,94.6,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",239 Belvidere Rd,,MD,21903,          ,0,,Medline Industries LP,Perryville,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064537,20,C46       ,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,12,94.6,1135.2,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5701 PROMONTORY PKWY,,CA,953779201,          ,0,,Medline Industries LP,TRACY,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064491,1,LAREDO    ,6010,MEDLINE CURAD MEDISTRIP 1/2 X 4 IN STERILE NON250412,20,102,2040,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,2,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064473,20,C46       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,1,63.42,63.42,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5701 PROMONTORY PKWY,,CA,953779201,          ,0,,Medline Industries LP,TRACY,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064465,1,MORENO    ,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",1,71.94,71.94,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",16415 Cosmos Street,,CA,92551          ,          ,1,,Medline - SPT Division,Moreno Valley,call for dock appointment 951-296-2639 x 4237 or email yduran@medline.com,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064461,1,LAREDO    ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,17,123,2091,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,0,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064460,1,LAREDO    ,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",3,71.94,215.82,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,1,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064457,2,LAREDO    ,6011,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,1,127.14,127.14,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,0,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064457,1,LAREDO    ,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",3,71.94,215.82,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,1,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,1900-01-02 00:00:00,0000064455,1,LAREDO    ,6010,MEDLINE CURAD MEDISTRIP 1/2 X 4 IN STERILE NON250412,20,102,2040,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",12001 General Milton Dr,,TX,78045          ,          ,2,,Medline Industries,Laredo,"This location will be inactive Effective 7/17/17. new location 12001 General Milton Dr. Laredo, TX . If customer request NDA -  use  Fedex Collect # 326382027",PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-10-15 00:00:00,0000064402,20,C89       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,1,63.42,63.42,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",251 Hilton Dr,,IN,47130,          ,0,,Medline Industries LP,Jeffersonville,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-10-15 00:00:00,0000064401,10,C50       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,1,63.42,63.42,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",8787 W BUCKEYE RD,,AZ,853539399,          ,0,,Medline Industries LP,TOLLESON,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-10-15 00:00:00,0000064397,20,C46       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,2,63.42,126.84,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5701 PROMONTORY PKWY,,CA,953779201,          ,0,,Medline Industries LP,TRACY,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-10-15 00:00:00,0000064393,10,B28       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,2,63.42,126.84,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",735 County Rd. 4 EAST,,AL,36067,          ,0,,Medline Industries LP,Prattville,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-10-15 00:00:00,0000064390,10,B48       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,3,63.42,190.26,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",36445 Van Born Road STE 200,,MI,48174,          ,0,,Medline Industries LP,Romulus,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-09-30 00:00:00,0000064349,10,B48       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,4,63.42,253.68,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",36445 Van Born Road STE 200,,MI,48174,          ,0,,Medline Industries LP,Romulus,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-09-17 00:00:00,0000064315,30,C46       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,1,63.42,63.42,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5701 PROMONTORY PKWY,,CA,953779201,          ,0,,Medline Industries LP,TRACY,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-09-03 00:00:00,0000064254,20,B06       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,2,63.42,126.84,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","1 Medline Drive, Suite 100",,TX,75172,          ,0,,Medline Industries LP,Wilmer,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-08-20 00:00:00,0000064226,10,B28       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,2,63.42,126.84,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",735 County Rd. 4 EAST,,AL,36067,          ,0,,Medline Industries LP,Prattville,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-08-06 00:00:00,0000064175,20,C89       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,12,63.42,761.04,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",251 Hilton Dr,,IN,47130,          ,0,,Medline Industries LP,Jeffersonville,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-08-06 00:00:00,0000064168,20,C46       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,7,63.42,443.94,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5701 PROMONTORY PKWY,,CA,953779201,          ,0,,Medline Industries LP,TRACY,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-08-06 00:00:00,0000064162,10,C03       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,3,63.42,190.26,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1500 Medline Place,,GA,30253,          ,0,,Medline Industries LP,McDonough,,PCI-01    ,"STRUKMYER, LLC"
2026-12-29 00:00:00,2025-08-06 00:00:00,0000064161,10,B28       ,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,1,63.42,63.42,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",735 County Rd. 4 EAST,,AL,36067,          ,0,,Medline Industries LP,Prattville,,PCI-01    ,"STRUKMYER, LLC"
